aqi_category,co,nh3,no,no2,o3,pm10,pm2_5,so2,timestamp
3.0,248.01,15.35,0.0,2.08,132.42,58.94,31.83,1.7,2025-05-31 15:00:00
3.0,263.57,20.8,0.0,2.76,124.08,58.29,32.67,1.71,2025-05-31 16:00:00
3.0,290.96,28.59,0.0,3.89,112.33,58.94,33.9,1.66,2025-05-31 17:00:00
3.0,315.24,34.97,0.0,4.91,101.79,60.12,34.65,1.53,2025-05-31 18:00:00
3.0,329.18,40.32,0.0,5.72,91.64,60.51,34.64,1.33,2025-05-31 19:00:00
3.0,342.37,46.07,0.0,6.35,82.93,61.52,34.96,1.15,2025-05-31 20:00:00
3.0,355.81,53.25,0.0,6.85,75.6,62.95,35.4,1.04,2025-05-31 21:00:00
3.0,367.22,61.72,0.0,7.31,69.34,64.19,35.74,0.97,2025-05-31 22:00:00
3.0,379.26,66.08,0.0,7.69,63.98,65.73,36.25,0.92,2025-05-31 23:00:00
3.0,391.33,67.2,0.0,8.04,59.38,67.25,36.74,0.87,2025-06-01 00:00:00
3.0,402.92,69.71,0.04,8.56,55.06,68.01,36.73,0.87,2025-06-01 01:00:00
3.0,422.3,69.17,0.77,8.38,54.25,68.82,36.33,0.96,2025-06-01 02:00:00
3.0,441.22,66.18,1.67,7.55,62.65,71.5,37.26,1.14,2025-06-01 03:00:00
3.0,261.26,19.75,0.24,1.79,127.48,62.49,27.11,1.52,2025-06-01 04:00:00
3.0,223.11,13.91,0.13,0.92,135.91,56.65,24.03,1.36,2025-06-01 05:00:00
3.0,209.86,12.92,0.1,0.73,138.52,55.34,23.69,1.36,2025-06-01 06:00:00
3.0,193.96,10.36,0.08,0.59,139.76,50.62,21.13,1.11,2025-06-01 07:00:00
3.0,178.74,8.95,0.08,0.55,138.74,46.51,18.91,0.91,2025-06-01 08:00:00
3.0,169.8,8.64,0.08,0.56,138.71,44.54,17.92,0.85,2025-06-01 09:00:00
4.0,165.79,8.73,0.08,0.61,140.67,43.94,17.54,0.83,2025-06-01 10:00:00
4.0,162.4,9.0,0.08,0.67,141.33,43.55,17.24,0.84,2025-06-01 11:00:00
4.0,160.47,9.34,0.07,0.78,141.3,43.24,16.89,0.85,2025-06-01 12:00:00
3.0,182.13,19.57,0.13,2.3,133.4,43.86,17.51,0.95,2025-06-01 13:00:00
3.0,223.11,35.25,0.07,4.86,119.38,46.02,19.02,1.15,2025-06-01 14:00:00
3.0,260.78,47.64,0.0,6.53,107.19,48.93,20.64,1.34,2025-06-01 15:00:00
3.0,287.59,60.88,0.0,7.55,97.8,51.53,21.81,1.45,2025-06-01 16:00:00
3.0,311.24,77.72,0.0,8.5,93.37,54.54,22.91,1.57,2025-06-01 17:00:00
3.0,330.95,95.16,0.0,9.44,90.42,57.08,23.88,1.68,2025-06-01 18:00:00
3.0,337.63,109.12,0.0,9.97,87.2,58.54,24.56,1.69,2025-06-01 19:00:00
3.0,342.67,115.15,0.0,10.11,83.75,60.4,25.48,1.66,2025-06-01 20:00:00
3.0,344.95,113.72,0.0,9.89,79.97,61.66,26.13,1.59,2025-06-01 21:00:00
3.0,342.44,99.66,0.0,9.47,75.07,61.42,26.02,1.43,2025-06-01 22:00:00
3.0,348.65,89.06,0.0,9.41,69.88,61.18,26.11,1.31,2025-06-01 23:00:00
3.0,359.44,83.41,0.0,9.55,65.54,61.13,26.37,1.24,2025-06-02 00:00:00
3.0,370.27,78.51,0.02,9.63,62.5,61.36,26.64,1.26,2025-06-02 01:00:00
3.0,386.91,73.43,0.59,9.26,62.73,62.98,27.19,1.43,2025-06-02 02:00:00
3.0,400.21,67.4,1.39,8.13,71.11,66.09,28.19,1.67,2025-06-02 03:00:00
3.0,314.29,40.85,0.75,4.44,108.81,66.54,26.19,1.98,2025-06-02 04:00:00
3.0,296.02,35.22,0.44,2.9,127.43,70.01,29.66,1.94,2025-06-02 05:00:00
4.0,283.56,31.44,0.26,1.95,143.26,75.17,34.34,2.03,2025-06-02 06:00:00
4.0,197.01,14.73,0.1,0.79,145.26,0.0,0.0,1.95,2025-06-02 07:00:00
4.0,173.64,11.07,0.08,0.6,140.97,52.7,21.68,1.54,2025-06-02 08:00:00
3.0,166.97,10.42,0.08,0.6,139.2,50.63,20.91,1.41,2025-06-02 09:00:00
3.0,165.02,10.81,0.09,0.67,139.46,50.14,20.75,1.39,2025-06-02 10:00:00
3.0,165.39,12.18,0.1,0.82,139.37,50.36,20.91,1.44,2025-06-02 11:00:00
3.0,166.78,13.6,0.1,1.03,138.73,50.73,21.11,1.5,2025-06-02 12:00:00
3.0,184.98,21.95,0.11,2.18,134.38,52.55,22.32,1.68,2025-06-02 13:00:00
3.0,218.16,35.49,0.05,4.08,125.4,55.46,24.33,1.94,2025-06-02 14:00:00
3.0,249.05,46.96,0.0,5.26,116.86,58.03,26.09,2.14,2025-06-02 15:00:00
3.0,283.03,60.7,0.0,6.54,105.46,58.96,27.39,2.22,2025-06-02 16:00:00
3.0,323.16,77.9,0.0,8.1,95.53,61.12,29.07,2.3,2025-06-02 17:00:00
3.0,355.79,93.85,0.0,9.5,87.9,63.71,30.54,2.33,2025-06-02 18:00:00
3.0,371.07,102.71,0.0,10.39,80.78,65.11,31.26,2.2,2025-06-02 19:00:00
3.0,379.39,104.02,0.0,10.63,74.98,66.51,31.85,2.05,2025-06-02 20:00:00
3.0,383.23,99.26,0.0,10.51,70.71,66.99,32.22,1.9,2025-06-02 21:00:00
3.0,382.63,91.19,0.0,10.24,67.4,65.97,31.86,1.76,2025-06-02 22:00:00
3.0,388.19,89.57,0.0,10.24,64.29,65.77,31.93,1.68,2025-06-02 23:00:00
3.0,399.1,90.76,0.0,10.39,61.57,66.22,32.24,1.65,2025-06-03 00:00:00
3.0,408.92,90.75,0.02,10.49,59.76,66.2,32.09,1.67,2025-06-03 01:00:00
3.0,430.65,89.13,0.57,10.24,60.66,66.11,31.91,1.86,2025-06-03 02:00:00
3.0,449.74,85.43,1.37,9.0,70.58,67.49,32.78,2.21,2025-06-03 03:00:00
3.0,314.38,42.56,0.42,3.31,119.73,69.21,31.83,4.38,2025-06-03 04:00:00
3.0,288.35,34.95,0.25,1.99,137.11,69.29,33.92,5.16,2025-06-03 05:00:00
4.0,281.85,33.03,0.18,1.53,147.78,71.28,37.57,5.31,2025-06-03 06:00:00
4.0,243.56,23.7,0.12,1.04,152.99,68.05,35.58,5.03,2025-06-03 07:00:00
4.0,216.18,18.73,0.1,0.86,151.18,63.78,32.57,4.07,2025-06-03 08:00:00
4.0,205.92,17.31,0.1,0.87,150.45,61.66,31.49,3.62,2025-06-03 09:00:00
4.0,203.57,17.56,0.1,1.0,151.4,61.25,31.44,3.43,2025-06-03 10:00:00
4.0,204.22,19.05,0.11,1.2,151.47,61.36,31.67,3.37,2025-06-03 11:00:00
4.0,205.04,20.6,0.11,1.46,150.29,61.41,31.67,3.32,2025-06-03 12:00:00
4.0,219.81,26.37,0.1,2.46,146.16,63.09,32.73,3.39,2025-06-03 13:00:00
3.0,246.04,35.05,0.03,3.93,137.61,65.83,34.66,3.53,2025-06-03 14:00:00
3.0,270.56,42.05,0.0,4.7,129.26,68.4,36.44,3.63,2025-06-03 15:00:00
3.0,289.83,47.54,0.0,5.28,120.14,69.61,37.54,3.59,2025-06-03 16:00:00
3.0,314.54,52.81,0.0,6.08,112.5,71.39,38.91,3.53,2025-06-03 17:00:00
3.0,337.54,56.86,0.0,6.87,105.03,73.25,40.18,3.43,2025-06-03 18:00:00
3.0,349.51,59.88,0.0,7.36,96.49,73.81,40.71,3.23,2025-06-03 19:00:00
3.0,360.37,64.88,0.0,7.64,90.01,74.74,41.31,3.06,2025-06-03 20:00:00
3.0,368.28,71.39,0.0,7.66,86.06,75.64,41.64,2.98,2025-06-03 21:00:00
3.0,373.19,79.44,0.0,7.63,83.58,76.03,41.6,2.96,2025-06-03 22:00:00
3.0,380.74,86.0,0.0,7.72,81.63,77.26,42.26,2.96,2025-06-03 23:00:00
3.0,388.42,92.07,0.0,7.83,80.85,79.24,43.3,3.04,2025-06-04 00:00:00
3.0,394.49,93.43,0.01,7.87,80.48,80.98,43.97,3.21,2025-06-04 01:00:00
3.0,407.36,86.55,0.23,7.91,80.48,83.37,44.55,3.4,2025-06-04 02:00:00
3.0,414.41,75.15,0.71,6.98,88.26,87.74,45.71,3.91,2025-06-04 03:00:00
4.0,276.91,34.03,0.21,2.01,130.51,101.21,44.92,6.27,2025-06-04 04:00:00
4.0,236.74,25.79,0.11,1.02,139.44,101.19,44.31,5.62,2025-06-04 05:00:00
4.0,223.78,23.62,0.09,0.77,141.19,100.45,44.91,5.31,2025-06-04 06:00:00
4.0,214.97,22.15,0.08,0.7,142.16,99.42,45.08,5.04,2025-06-04 07:00:00
4.0,202.84,20.33,0.08,0.67,140.51,95.22,43.55,4.62,2025-06-04 08:00:00
3.0,195.2,19.28,0.07,0.69,138.95,92.96,42.69,4.34,2025-06-04 09:00:00
3.0,192.83,19.2,0.07,0.76,139.4,93.93,43.1,4.27,2025-06-04 10:00:00
3.0,192.66,19.87,0.08,0.9,139.1,96.49,44.3,4.36,2025-06-04 11:00:00
3.0,193.85,20.62,0.07,1.13,138.62,98.69,45.25,4.46,2025-06-04 12:00:00
3.0,211.66,27.3,0.08,2.33,133.53,99.6,46.62,4.49,2025-06-04 13:00:00
4.0,241.86,37.98,0.03,4.14,124.67,100.06,48.27,4.46,2025-06-04 14:00:00
4.0,269.75,48.79,0.0,5.2,117.9,101.16,49.79,4.44,2025-06-04 15:00:00
4.0,296.89,60.13,0.0,6.22,110.28,100.05,50.56,4.3,2025-06-04 16:00:00
4.0,329.54,66.28,0.0,7.36,102.14,99.33,51.63,4.04,2025-06-04 17:00:00
4.0,355.31,68.24,0.0,8.2,95.71,98.44,52.29,3.74,2025-06-04 18:00:00
4.0,363.22,67.55,0.0,8.38,91.49,95.83,51.82,3.45,2025-06-04 19:00:00
4.0,364.42,65.83,0.0,7.94,89.59,93.34,51.39,3.34,2025-06-04 20:00:00
4.0,360.64,64.13,0.0,7.1,90.21,90.77,50.63,3.48,2025-06-04 21:00:00
3.0,358.34,63.79,0.0,6.5,89.51,88.0,49.76,3.61,2025-06-04 22:00:00
3.0,369.24,67.97,0.0,6.71,85.04,86.74,49.89,3.48,2025-06-04 23:00:00
4.0,381.64,74.3,0.0,7.07,80.85,86.51,50.41,3.34,2025-06-05 00:00:00
4.0,390.6,79.48,0.01,7.46,76.45,85.86,50.32,3.23,2025-06-05 01:00:00
4.0,407.1,77.44,0.22,7.9,73.46,86.34,50.18,3.23,2025-06-05 02:00:00
4.0,425.07,72.6,0.75,7.63,77.62,88.53,50.78,3.46,2025-06-05 03:00:00
3.0,292.39,34.69,0.21,2.36,130.72,90.77,45.65,8.02,2025-06-05 04:00:00
4.0,253.56,27.13,0.14,1.33,139.28,100.03,45.99,7.45,2025-06-05 05:00:00
4.0,237.14,24.83,0.11,0.98,141.92,106.9,47.77,6.83,2025-06-05 06:00:00
4.0,222.25,22.29,0.1,0.8,143.32,114.4,49.34,6.29,2025-06-05 07:00:00
4.0,212.01,21.16,0.09,0.76,141.9,118.59,50.21,5.81,2025-06-05 08:00:00
4.0,206.56,20.8,0.08,0.79,140.63,120.81,50.77,5.56,2025-06-05 09:00:00
4.0,205.48,21.11,0.08,0.87,141.05,124.2,51.83,5.46,2025-06-05 10:00:00
4.0,204.11,21.76,0.08,0.99,140.62,126.51,52.39,5.38,2025-06-05 11:00:00
4.0,203.46,22.44,0.07,1.2,139.64,128.36,52.71,5.34,2025-06-05 12:00:00
4.0,224.58,30.42,0.08,2.67,133.28,128.86,53.98,5.29,2025-06-05 13:00:00
4.0,263.01,44.26,0.03,4.99,122.55,129.53,55.93,5.2,2025-06-05 14:00:00
4.0,298.91,57.09,0.0,6.41,114.34,131.65,57.95,5.12,2025-06-05 15:00:00
4.0,331.2,69.65,0.0,7.61,106.4,131.87,59.26,4.93,2025-06-05 16:00:00
4.0,367.94,80.82,0.0,8.93,99.01,133.44,61.25,4.73,2025-06-05 17:00:00
4.0,398.59,90.65,0.0,10.09,92.03,135.82,63.23,4.52,2025-06-05 18:00:00
4.0,413.54,100.95,0.0,10.81,86.16,137.39,64.3,4.32,2025-06-05 19:00:00
4.0,422.95,112.02,0.0,11.02,82.83,139.91,65.69,4.18,2025-06-05 20:00:00
4.0,430.17,122.34,0.0,10.99,79.78,142.3,67.34,4.01,2025-06-05 21:00:00
4.0,433.62,132.54,0.0,10.91,76.9,144.12,68.76,3.87,2025-06-05 22:00:00
4.0,439.61,144.28,0.0,11.03,74.71,146.64,70.49,3.81,2025-06-05 23:00:00
4.0,449.27,156.32,0.0,11.34,72.31,149.47,72.46,3.79,2025-06-06 00:00:00
4.0,458.24,165.28,0.01,11.79,69.07,150.15,73.18,3.75,2025-06-06 01:00:00
4.0,480.92,164.91,0.45,12.25,66.21,152.04,73.51,3.72,2025-06-06 02:00:00
4.0,508.3,150.86,1.52,11.66,69.19,156.99,74.36,3.64,2025-06-06 03:00:00
4.0,304.21,53.45,0.39,3.46,120.9,174.33,65.35,5.28,2025-06-06 04:00:00
4.0,271.8,40.99,0.23,1.93,134.93,177.75,66.13,5.32,2025-06-06 05:00:00
4.0,259.68,37.27,0.16,1.39,143.36,181.11,68.83,5.39,2025-06-06 06:00:00
4.0,222.05,28.06,0.1,0.83,143.67,177.5,65.57,5.21,2025-06-06 07:00:00
4.0,206.31,24.77,0.09,0.7,140.98,173.09,63.55,4.92,2025-06-06 08:00:00
4.0,200.78,23.88,0.08,0.7,139.4,172.48,63.45,4.88,2025-06-06 09:00:00
4.0,198.98,23.86,0.08,0.8,138.99,172.06,63.42,4.88,2025-06-06 10:00:00
4.0,196.41,24.43,0.08,1.02,136.65,168.47,62.01,4.8,2025-06-06 11:00:00
4.0,196.48,25.41,0.08,1.37,134.18,166.63,61.08,4.79,2025-06-06 12:00:00
4.0,223.62,33.41,0.1,3.32,125.95,165.45,62.14,4.85,2025-06-06 13:00:00
4.0,273.85,46.07,0.04,6.29,112.69,165.06,64.61,4.9,2025-06-06 14:00:00
4.0,318.72,56.64,0.0,8.03,101.83,166.26,67.02,4.86,2025-06-06 15:00:00
4.0,350.5,65.61,0.0,9.09,93.14,166.16,68.4,4.66,2025-06-06 16:00:00
4.0,381.31,74.82,0.0,10.08,86.26,167.95,70.08,4.47,2025-06-06 17:00:00
4.0,408.04,84.74,0.0,11.04,80.35,169.47,71.58,4.32,2025-06-06 18:00:00
4.0,420.28,94.19,0.0,11.6,75.09,168.4,71.95,4.14,2025-06-06 19:00:00
4.0,427.22,101.15,0.0,11.69,70.6,168.71,72.7,3.85,2025-06-06 20:00:00
4.0,430.89,104.97,0.0,11.52,66.27,169.11,73.33,3.47,2025-06-06 21:00:00
4.0,429.8,104.89,0.0,11.27,62.23,168.32,73.46,3.07,2025-06-06 22:00:00
4.0,429.96,103.36,0.0,11.13,58.7,168.36,74.01,2.72,2025-06-06 23:00:00
4.0,432.1,100.95,0.0,11.1,55.16,168.51,74.53,2.42,2025-06-07 00:00:00
4.0,432.5,96.09,0.02,11.01,51.35,166.78,73.74,2.18,2025-06-07 01:00:00
4.0,442.75,90.49,0.57,10.72,50.21,166.51,73.16,2.14,2025-06-07 02:00:00
4.0,460.45,85.06,1.59,9.75,56.98,170.15,73.64,2.23,2025-06-07 03:00:00
4.0,311.58,50.64,0.51,3.92,107.66,190.47,69.53,4.57,2025-06-07 04:00:00
4.0,277.22,42.06,0.26,2.23,126.09,193.89,71.21,5.05,2025-06-07 05:00:00
4.0,259.21,38.49,0.17,1.53,136.72,197.3,74.24,5.37,2025-06-07 06:00:00
4.0,189.72,23.59,0.08,0.74,135.16,170.42,59.75,5.37,2025-06-07 07:00:00
4.0,155.13,16.51,0.06,0.55,130.54,138.5,46.87,4.16,2025-06-07 08:00:00
4.0,142.34,14.16,0.06,0.52,128.59,122.97,41.18,3.47,2025-06-07 09:00:00
4.0,138.72,14.6,0.06,0.65,128.08,115.29,38.46,3.12,2025-06-07 10:00:00
4.0,139.31,17.46,0.08,0.92,126.38,111.67,37.14,2.97,2025-06-07 11:00:00
4.0,141.06,20.6,0.08,1.23,125.5,110.37,36.45,2.89,2025-06-07 12:00:00
4.0,165.01,33.33,0.09,2.84,119.62,110.81,37.82,3.04,2025-06-07 13:00:00
4.0,202.21,51.42,0.03,5.12,110.11,112.17,40.08,3.28,2025-06-07 14:00:00
4.0,235.71,66.51,0.0,6.54,102.42,113.79,41.94,3.46,2025-06-07 15:00:00
4.0,260.96,78.47,0.0,7.52,95.24,113.59,42.89,3.51,2025-06-07 16:00:00
4.0,286.51,88.35,0.0,8.51,88.72,114.82,44.1,3.51,2025-06-07 17:00:00
4.0,307.12,94.48,0.0,9.37,81.53,115.43,45.03,3.4,2025-06-07 18:00:00
4.0,314.93,90.44,0.0,9.81,73.18,114.05,45.18,3.1,2025-06-07 19:00:00
4.0,319.3,87.99,0.0,9.92,66.88,113.49,45.49,2.82,2025-06-07 20:00:00
4.0,320.74,88.41,0.0,9.83,62.33,112.91,45.71,2.61,2025-06-07 21:00:00
4.0,317.82,85.84,0.0,9.53,59.05,111.38,45.46,2.4,2025-06-07 22:00:00
4.0,317.3,79.54,0.0,9.28,56.43,110.69,45.56,2.19,2025-06-07 23:00:00
4.0,317.65,74.86,0.0,9.07,54.87,110.78,45.7,2.04,2025-06-08 00:00:00
4.0,312.39,69.83,0.01,8.54,54.85,110.9,45.1,1.96,2025-06-08 01:00:00
4.0,314.94,65.2,0.33,8.02,57.54,112.61,44.9,2.05,2025-06-08 02:00:00
4.0,313.75,58.68,0.85,6.82,68.49,116.91,45.23,2.25,2025-06-08 03:00:00
4.0,252.18,36.55,0.44,3.24,106.28,126.53,46.09,2.69,2025-06-08 04:00:00
4.0,236.5,32.35,0.26,2.0,122.54,129.42,48.29,2.73,2025-06-08 05:00:00
4.0,230.17,30.96,0.18,1.43,133.42,133.25,51.62,2.7,2025-06-08 06:00:00
4.0,170.18,18.24,0.08,0.58,130.72,129.9,45.08,2.68,2025-06-08 07:00:00
4.0,141.83,13.27,0.06,0.44,126.28,129.47,41.12,2.32,2025-06-08 08:00:00
4.0,132.34,11.83,0.05,0.44,124.97,128.4,39.53,2.09,2025-06-08 09:00:00
4.0,133.84,14.73,0.08,0.71,124.5,127.27,39.21,2.0,2025-06-08 10:00:00
4.0,141.31,20.88,0.13,1.18,123.53,126.33,39.39,1.98,2025-06-08 11:00:00
4.0,150.2,28.21,0.14,1.78,123.84,126.48,39.62,1.99,2025-06-08 12:00:00
4.0,178.24,43.16,0.16,3.68,119.69,126.25,40.78,2.13,2025-06-08 13:00:00
4.0,219.38,59.26,0.05,6.25,109.26,126.18,42.51,2.36,2025-06-08 14:00:00
4.0,257.53,70.29,0.0,7.71,98.69,127.57,44.45,2.57,2025-06-08 15:00:00
4.0,284.37,75.91,0.0,8.59,89.18,128.38,45.77,2.67,2025-06-08 16:00:00
4.0,308.15,79.31,0.0,9.42,81.93,130.85,47.3,2.72,2025-06-08 17:00:00
4.0,327.0,81.55,0.0,10.22,75.25,132.56,48.48,2.69,2025-06-08 18:00:00
4.0,334.04,85.38,0.0,10.7,69.26,131.8,48.71,2.56,2025-06-08 19:00:00
4.0,340.9,90.91,0.0,11.03,65.29,131.19,49.24,2.45,2025-06-08 20:00:00
4.0,344.97,95.32,0.0,11.06,61.82,130.25,49.64,2.35,2025-06-08 21:00:00
4.0,341.67,97.93,0.0,10.79,59.13,128.71,49.37,2.24,2025-06-08 22:00:00
4.0,339.82,101.96,0.0,10.6,57.71,128.68,49.25,2.17,2025-06-08 23:00:00
4.0,341.34,109.25,0.0,10.64,56.67,128.71,49.09,2.12,2025-06-09 00:00:00
4.0,342.41,117.18,0.01,10.8,55.78,128.34,48.32,2.12,2025-06-09 01:00:00
4.0,354.63,118.74,0.48,10.75,55.84,129.91,47.81,2.17,2025-06-09 02:00:00
4.0,371.1,113.44,1.42,9.84,62.18,134.14,47.91,2.26,2025-06-09 03:00:00
4.0,297.65,61.92,0.96,5.91,90.88,146.72,46.82,2.23,2025-06-09 04:00:00
4.0,267.42,48.23,0.53,3.78,115.21,153.96,50.3,2.25,2025-06-09 05:00:00
4.0,247.55,42.73,0.31,2.56,134.75,161.83,55.89,2.31,2025-06-09 06:00:00
4.0,145.72,16.05,0.11,0.84,132.98,149.16,42.76,1.99,2025-06-09 07:00:00
4.0,118.46,9.21,0.08,0.58,129.49,133.38,36.0,1.41,2025-06-09 08:00:00
4.0,111.72,7.75,0.07,0.55,128.4,127.23,33.77,1.2,2025-06-09 09:00:00
4.0,111.64,7.84,0.07,0.62,129.67,126.71,33.51,1.2,2025-06-09 10:00:00
4.0,115.2,9.25,0.09,0.81,129.59,128.25,34.2,1.38,2025-06-09 11:00:00
4.0,120.29,10.91,0.09,1.12,128.75,130.53,35.18,1.61,2025-06-09 12:00:00
4.0,136.79,17.11,0.1,2.17,123.9,130.55,36.6,1.84,2025-06-09 13:00:00
4.0,165.15,27.07,0.04,3.88,114.62,129.37,38.04,2.01,2025-06-09 14:00:00
4.0,192.0,35.4,0.0,5.02,105.25,129.18,39.28,2.07,2025-06-09 15:00:00
4.0,223.7,45.17,0.0,6.41,92.57,124.59,39.9,2.04,2025-06-09 16:00:00
4.0,268.04,55.6,0.0,8.38,80.37,121.27,41.4,2.14,2025-06-09 17:00:00
4.0,306.66,62.86,0.0,10.07,70.17,119.87,42.79,2.24,2025-06-09 18:00:00
4.0,325.65,68.44,0.0,11.07,62.02,118.25,43.22,2.24,2025-06-09 19:00:00
4.0,334.96,76.81,0.0,11.48,57.21,119.21,43.65,2.21,2025-06-09 20:00:00
4.0,339.34,88.34,0.0,11.62,54.54,120.49,43.84,2.15,2025-06-09 21:00:00
4.0,336.18,101.1,0.0,11.52,54.03,120.0,43.2,2.06,2025-06-09 22:00:00
4.0,333.69,110.2,0.0,11.39,54.91,120.09,42.65,2.0,2025-06-09 23:00:00
4.0,331.84,115.15,0.0,11.29,55.67,119.57,42.03,1.96,2025-06-10 00:00:00
4.0,325.27,114.46,0.03,11.01,56.25,117.5,40.78,1.93,2025-06-10 01:00:00
4.0,328.03,105.21,0.64,10.19,58.3,115.94,39.83,1.94,2025-06-10 02:00:00
4.0,336.26,92.31,1.48,9.04,66.29,114.74,39.4,1.97,2025-06-10 03:00:00
4.0,279.07,60.05,1.1,5.97,94.21,121.46,39.08,1.9,2025-06-10 04:00:00
4.0,263.72,49.43,0.63,4.12,116.64,129.68,44.7,1.9,2025-06-10 05:00:00
4.0,242.16,42.39,0.34,2.62,136.44,141.67,52.61,1.95,2025-06-10 06:00:00
4.0,144.27,17.02,0.11,0.8,131.4,121.58,37.43,1.48,2025-06-10 07:00:00
4.0,120.36,10.86,0.08,0.54,126.18,107.5,31.37,1.11,2025-06-10 08:00:00
4.0,114.55,9.7,0.07,0.51,124.85,102.61,29.63,1.04,2025-06-10 09:00:00
4.0,118.19,11.56,0.1,0.72,125.4,100.14,29.34,1.14,2025-06-10 10:00:00
3.0,128.14,15.85,0.14,1.19,125.17,99.74,29.85,1.36,2025-06-10 11:00:00
3.0,139.44,19.91,0.17,1.82,125.66,99.37,30.23,1.59,2025-06-10 12:00:00
3.0,161.98,29.67,0.18,3.16,122.76,98.83,31.01,1.81,2025-06-10 13:00:00
3.0,194.12,42.27,0.07,5.07,115.65,98.44,32.25,2.01,2025-06-10 14:00:00
3.0,225.12,52.84,0.0,6.27,107.42,98.42,33.48,2.17,2025-06-10 15:00:00
3.0,258.35,63.77,0.0,7.49,95.82,96.64,34.59,2.23,2025-06-10 16:00:00
3.0,297.17,74.17,0.0,9.0,85.87,98.57,36.47,2.32,2025-06-10 17:00:00
4.0,327.28,82.5,0.0,10.27,78.97,101.62,38.09,2.36,2025-06-10 18:00:00
4.0,339.41,88.72,0.0,11.05,73.97,102.24,38.65,2.33,2025-06-10 19:00:00
4.0,348.91,94.8,0.0,11.45,69.32,103.76,39.51,2.32,2025-06-10 20:00:00
4.0,356.93,98.23,0.0,11.63,64.41,105.48,40.49,2.33,2025-06-10 21:00:00
4.0,360.49,101.19,0.0,11.71,60.02,106.44,41.05,2.33,2025-06-10 22:00:00
4.0,366.28,108.43,0.0,11.84,57.18,108.55,41.87,2.34,2025-06-10 23:00:00
4.0,373.3,113.82,0.0,12.07,54.85,111.06,42.79,2.35,2025-06-11 00:00:00
4.0,378.13,113.86,0.03,12.17,52.64,112.2,42.87,2.33,2025-06-11 01:00:00
4.0,394.28,111.47,0.81,11.75,53.16,114.38,43.3,2.44,2025-06-11 02:00:00
4.0,418.08,105.98,2.0,10.77,60.14,117.31,44.33,2.57,2025-06-11 03:00:00
4.0,341.13,72.1,1.14,6.6,93.6,129.05,45.16,2.9,2025-06-11 04:00:00
4.0,328.73,64.87,0.67,4.54,121.6,140.11,54.62,3.05,2025-06-11 05:00:00
4.0,323.57,61.75,0.4,3.18,147.78,154.61,68.01,3.2,2025-06-11 06:00:00
4.0,185.77,28.65,0.14,1.05,142.36,127.47,45.87,3.86,2025-06-11 07:00:00
4.0,147.98,18.75,0.09,0.66,137.46,108.81,37.25,3.24,2025-06-11 08:00:00
4.0,140.45,17.01,0.08,0.59,136.24,104.96,35.93,3.08,2025-06-11 09:00:00
4.0,138.15,16.62,0.07,0.6,136.61,104.82,35.88,3.08,2025-06-11 10:00:00
4.0,138.66,17.48,0.08,0.72,136.01,106.24,36.48,3.19,2025-06-11 11:00:00
4.0,139.7,18.44,0.08,0.92,135.08,107.73,36.94,3.27,2025-06-11 12:00:00
4.0,161.77,26.77,0.11,2.32,128.82,109.4,38.78,3.49,2025-06-11 13:00:00
4.0,201.1,39.05,0.05,4.66,117.79,110.94,41.29,3.8,2025-06-11 14:00:00
4.0,236.92,48.23,0.0,6.2,107.14,111.41,42.82,3.97,2025-06-11 15:00:00
4.0,267.13,55.27,0.0,7.48,95.77,109.0,43.07,3.94,2025-06-11 16:00:00
4.0,298.04,60.36,0.0,8.75,87.16,107.65,43.63,3.88,2025-06-11 17:00:00
4.0,319.32,63.23,0.0,9.56,81.8,106.96,44.0,3.84,2025-06-11 18:00:00
4.0,320.32,63.79,0.0,9.71,78.51,104.58,43.15,3.87,2025-06-11 19:00:00
4.0,321.95,66.32,0.0,9.82,75.49,103.3,42.68,4.09,2025-06-11 20:00:00
4.0,325.41,69.54,0.0,9.89,71.97,103.21,42.54,4.29,2025-06-11 21:00:00
4.0,329.81,76.55,0.0,10.04,68.66,103.62,42.61,4.31,2025-06-11 22:00:00
4.0,338.73,87.77,0.0,10.46,66.04,104.85,43.27,4.16,2025-06-11 23:00:00
4.0,348.89,100.11,0.0,10.93,63.85,106.37,43.92,4.01,2025-06-12 00:00:00
4.0,353.71,108.66,0.02,11.31,61.65,106.84,43.84,3.85,2025-06-12 01:00:00
4.0,371.54,107.89,0.63,11.37,60.97,108.47,44.1,3.84,2025-06-12 02:00:00
4.0,399.94,103.62,1.77,10.71,66.12,111.81,45.22,3.93,2025-06-12 03:00:00
4.0,309.59,56.99,0.93,5.74,99.2,119.8,43.45,5.5,2025-06-12 04:00:00
4.0,292.37,48.53,0.54,3.76,122.09,126.52,50.16,5.4,2025-06-12 05:00:00
4.0,276.79,44.23,0.31,2.43,141.74,134.9,58.3,5.37,2025-06-12 06:00:00
4.0,167.6,19.31,0.1,0.84,139.79,103.58,38.11,4.72,2025-06-12 07:00:00
3.0,140.18,13.12,0.07,0.59,135.01,89.18,31.79,3.61,2025-06-12 08:00:00
3.0,134.1,11.97,0.06,0.59,132.97,85.29,30.5,3.25,2025-06-12 09:00:00
3.0,132.7,12.26,0.06,0.66,132.68,84.19,30.24,3.11,2025-06-12 10:00:00
