aqi_category,co,nh3,no,no2,o3,pm10,pm2_5,so2,timestamp
3.0,157.14,4.24,0.08,0.53,137.18,26.17,11.77,1.17,2025-04-22 09:00:00
3.0,153.49,4.26,0.09,0.58,136.86,25.53,11.35,1.15,2025-04-22 10:00:00
3.0,152.21,4.63,0.09,0.68,135.99,25.66,11.22,1.2,2025-04-22 11:00:00
3.0,152.51,5.04,0.08,0.85,134.89,25.85,11.07,1.24,2025-04-22 12:00:00
3.0,176.15,8.93,0.11,2.34,125.74,27.7,11.7,1.37,2025-04-22 13:00:00
3.0,218.3,14.8,0.02,4.53,111.69,31.51,13.13,1.61,2025-04-22 14:00:00
3.0,256.39,19.52,0.0,5.76,101.25,35.68,14.71,1.84,2025-04-22 15:00:00
2.0,278.3,23.21,0.0,6.25,93.24,38.8,15.93,1.98,2025-04-22 16:00:00
2.0,298.0,26.82,0.0,6.55,88.92,42.23,17.16,2.09,2025-04-22 17:00:00
2.0,311.68,30.74,0.0,6.77,86.59,44.93,18.07,2.12,2025-04-22 18:00:00
2.0,312.22,34.37,0.0,6.74,84.43,45.83,18.31,2.03,2025-04-22 19:00:00
2.0,312.67,36.57,0.0,6.43,80.63,46.87,18.7,1.91,2025-04-22 20:00:00
2.0,311.99,37.1,0.0,5.91,76.07,48.03,19.16,1.79,2025-04-22 21:00:00
2.0,305.91,36.4,0.0,5.38,71.58,48.4,19.33,1.64,2025-04-22 22:00:00
2.0,300.17,36.26,0.0,4.99,68.76,48.65,19.48,1.54,2025-04-22 23:00:00
2.0,297.35,36.4,0.0,4.74,67.29,48.64,19.57,1.46,2025-04-23 00:00:00
2.0,294.98,36.17,0.0,4.48,66.82,47.92,19.28,1.41,2025-04-23 01:00:00
2.0,307.93,35.2,0.1,4.91,65.99,48.29,19.21,1.5,2025-04-23 02:00:00
2.0,329.64,33.59,0.52,5.2,69.31,49.64,19.48,1.67,2025-04-23 03:00:00
2.0,292.02,21.25,0.6,3.79,99.86,46.1,18.11,1.8,2025-04-23 04:00:00
3.0,275.0,17.37,0.47,2.7,115.33,45.59,18.92,1.75,2025-04-23 05:00:00
3.0,257.3,15.23,0.29,1.83,130.47,47.23,21.2,1.76,2025-04-23 06:00:00
4.0,173.43,6.36,0.09,0.62,143.02,32.73,14.59,1.34,2025-04-23 07:00:00
3.0,146.86,4.38,0.07,0.48,137.54,24.14,10.73,0.97,2025-04-23 08:00:00
3.0,137.5,3.85,0.07,0.47,134.61,21.31,9.41,0.86,2025-04-23 09:00:00
3.0,133.94,3.71,0.07,0.5,134.51,20.28,8.88,0.83,2025-04-23 10:00:00
3.0,132.17,3.77,0.07,0.57,133.63,19.84,8.58,0.82,2025-04-23 11:00:00
3.0,131.59,3.88,0.07,0.7,132.67,19.54,8.33,0.82,2025-04-23 12:00:00
3.0,154.54,7.46,0.09,2.13,123.97,21.36,8.86,0.92,2025-04-23 13:00:00
3.0,195.16,12.83,0.02,4.28,110.36,25.14,10.12,1.13,2025-04-23 14:00:00
2.0,230.62,16.93,0.0,5.47,99.61,29.15,11.52,1.36,2025-04-23 15:00:00
2.0,252.01,21.42,0.0,5.99,91.71,32.67,12.75,1.54,2025-04-23 16:00:00
2.0,272.27,27.2,0.0,6.4,88.19,36.67,14.08,1.71,2025-04-23 17:00:00
2.0,286.54,32.42,0.0,6.76,86.1,39.93,15.16,1.81,2025-04-23 18:00:00
2.0,287.59,36.99,0.0,6.77,83.99,41.57,15.7,1.79,2025-04-23 19:00:00
2.0,285.57,41.18,0.0,6.39,81.83,43.11,16.28,1.73,2025-04-23 20:00:00
2.0,281.63,44.57,0.0,5.8,79.47,44.64,16.96,1.66,2025-04-23 21:00:00
2.0,273.91,43.18,0.0,5.25,75.53,44.8,17.16,1.52,2025-04-23 22:00:00
2.0,270.15,42.79,0.0,4.98,72.27,45.21,17.42,1.41,2025-04-23 23:00:00
2.0,274.2,42.46,0.0,4.92,69.15,45.72,17.68,1.33,2025-04-24 00:00:00
2.0,283.97,40.94,0.0,5.03,65.5,45.82,17.72,1.29,2025-04-24 01:00:00
2.0,306.83,38.69,0.21,5.5,62.72,46.94,17.92,1.37,2025-04-24 02:00:00
2.0,332.11,35.56,0.85,5.39,66.81,48.71,18.39,1.51,2025-04-24 03:00:00
3.0,287.75,21.76,0.67,3.56,100.83,43.94,16.75,1.44,2025-04-24 04:00:00
3.0,269.83,17.96,0.45,2.49,116.96,44.39,18.27,1.44,2025-04-24 05:00:00
3.0,253.32,16.0,0.28,1.71,131.48,47.36,21.42,1.49,2025-04-24 06:00:00
4.0,174.06,6.72,0.09,0.6,142.78,33.89,14.59,1.33,2025-04-24 07:00:00
3.0,150.08,4.78,0.07,0.46,138.86,27.37,11.76,1.07,2025-04-24 08:00:00
3.0,141.13,4.25,0.07,0.47,136.73,25.11,10.74,0.98,2025-04-24 09:00:00
3.0,138.54,4.19,0.07,0.52,136.71,24.73,10.46,0.99,2025-04-24 10:00:00
3.0,137.93,4.48,0.07,0.63,135.63,25.03,10.43,1.05,2025-04-24 11:00:00
3.0,138.24,4.82,0.06,0.82,133.99,25.25,10.35,1.1,2025-04-24 12:00:00
3.0,149.34,6.83,0.05,1.54,129.03,26.33,10.65,1.14,2025-04-24 13:00:00
3.0,170.04,10.1,0.01,2.5,122.16,28.49,11.43,1.22,2025-04-24 14:00:00
3.0,189.15,12.93,0.0,2.93,117.15,30.6,12.27,1.32,2025-04-24 15:00:00
3.0,201.94,15.38,0.0,3.11,111.09,31.88,12.91,1.37,2025-04-24 16:00:00
3.0,216.78,17.83,0.0,3.31,106.28,33.53,13.7,1.42,2025-04-24 17:00:00
3.0,227.05,19.85,0.0,3.52,102.27,34.89,14.3,1.43,2025-04-24 18:00:00
2.0,229.53,21.53,0.0,3.71,96.82,35.29,14.58,1.37,2025-04-24 19:00:00
2.0,233.72,23.52,0.0,3.8,91.46,35.71,14.96,1.32,2025-04-24 20:00:00
2.0,239.11,25.33,0.0,3.73,87.16,36.17,15.3,1.29,2025-04-24 21:00:00
2.0,244.67,26.95,0.0,3.7,81.84,36.13,15.33,1.28,2025-04-24 22:00:00
2.0,255.45,28.94,0.0,3.82,77.72,36.71,15.46,1.33,2025-04-24 23:00:00
2.0,270.9,31.18,0.0,4.06,74.6,37.81,15.66,1.41,2025-04-25 00:00:00
2.0,287.94,32.87,0.0,4.41,71.52,38.69,15.66,1.54,2025-04-25 01:00:00
2.0,316.97,31.98,0.17,5.19,69.68,40.29,15.79,1.82,2025-04-25 02:00:00
2.0,345.53,29.51,0.7,5.35,76.27,42.0,16.08,2.22,2025-04-25 03:00:00
3.0,298.63,20.52,0.51,3.32,106.84,40.74,15.19,2.7,2025-04-25 04:00:00
3.0,282.18,17.56,0.35,2.27,124.67,41.29,16.63,2.81,2025-04-25 05:00:00
3.0,265.92,15.58,0.24,1.64,139.69,42.45,18.78,2.83,2025-04-25 06:00:00
4.0,186.36,7.36,0.11,0.75,146.3,27.85,12.99,1.95,2025-04-25 07:00:00
4.0,159.26,5.23,0.08,0.57,144.11,23.58,11.25,1.44,2025-04-25 08:00:00
4.0,149.96,4.72,0.08,0.58,142.71,22.59,10.78,1.33,2025-04-25 09:00:00
4.0,147.08,4.58,0.07,0.62,143.7,22.62,10.76,1.34,2025-04-25 10:00:00
4.0,145.71,4.64,0.06,0.7,143.77,22.91,10.82,1.39,2025-04-25 11:00:00
4.0,145.85,4.75,0.05,0.82,143.57,23.41,10.91,1.46,2025-04-25 12:00:00
3.0,168.71,8.42,0.07,2.27,133.97,25.43,11.61,1.59,2025-04-25 13:00:00
3.0,209.62,14.15,0.01,4.39,119.1,29.22,12.84,1.75,2025-04-25 14:00:00
3.0,245.73,19.07,0.0,5.56,108.4,33.33,14.1,1.9,2025-04-25 15:00:00
3.0,266.77,23.3,0.0,6.01,100.57,36.31,14.97,1.95,2025-04-25 16:00:00
2.0,281.33,25.47,0.0,6.12,95.15,38.91,15.81,1.96,2025-04-25 17:00:00
2.0,289.9,26.43,0.0,6.14,90.75,40.43,16.4,1.92,2025-04-25 18:00:00
2.0,285.29,26.34,0.0,5.91,86.25,40.03,16.4,1.79,2025-04-25 19:00:00
2.0,279.41,26.79,0.0,5.39,82.82,39.63,16.5,1.64,2025-04-25 20:00:00
2.0,271.86,27.53,0.0,4.77,80.01,39.3,16.6,1.49,2025-04-25 21:00:00
2.0,260.1,27.9,0.0,4.3,75.69,38.46,16.45,1.34,2025-04-25 22:00:00
2.0,254.65,28.81,0.0,4.13,71.64,38.35,16.44,1.23,2025-04-25 23:00:00
2.0,256.26,30.5,0.0,4.13,69.03,38.75,16.49,1.17,2025-04-26 00:00:00
2.0,262.12,32.44,0.0,4.22,68.11,39.12,16.41,1.19,2025-04-26 01:00:00
2.0,278.61,31.38,0.12,4.62,68.13,39.92,16.42,1.29,2025-04-26 02:00:00
2.0,302.18,27.54,0.56,4.57,74.88,40.42,16.39,1.44,2025-04-26 03:00:00
3.0,276.07,18.42,0.52,3.15,102.86,36.55,14.81,1.34,2025-04-26 04:00:00
3.0,253.63,14.51,0.34,2.08,121.39,34.85,15.2,1.26,2025-04-26 05:00:00
3.0,229.84,11.55,0.2,1.35,134.91,33.27,15.5,1.2,2025-04-26 06:00:00
4.0,180.08,6.0,0.09,0.62,144.71,26.36,12.27,1.04,2025-04-26 07:00:00
4.0,161.84,4.68,0.08,0.51,143.71,24.68,11.51,0.96,2025-04-26 08:00:00
4.0,154.83,4.23,0.07,0.51,142.1,23.88,11.04,0.89,2025-04-26 09:00:00
4.0,153.12,4.18,0.07,0.55,142.21,23.59,10.79,0.85,2025-04-26 10:00:00
4.0,153.43,4.42,0.08,0.63,140.71,23.42,10.58,0.82,2025-04-26 11:00:00
3.0,154.23,4.68,0.07,0.77,138.93,23.04,10.23,0.8,2025-04-26 12:00:00
3.0,162.37,6.57,0.06,1.36,134.1,23.37,10.09,0.82,2025-04-26 13:00:00
3.0,175.36,9.72,0.01,2.14,126.75,24.33,10.18,0.87,2025-04-26 14:00:00
3.0,185.95,12.39,0.0,2.45,120.21,25.27,10.29,0.94,2025-04-26 15:00:00
3.0,195.34,15.62,0.0,2.81,109.67,25.7,10.33,1.0,2025-04-26 16:00:00
2.0,212.51,19.51,0.0,3.38,99.32,27.11,10.78,1.08,2025-04-26 17:00:00
2.0,228.42,22.73,0.0,3.92,90.19,28.7,11.27,1.13,2025-04-26 18:00:00
2.0,234.09,25.19,0.0,4.21,82.05,29.53,11.49,1.1,2025-04-26 19:00:00
2.0,235.44,27.67,0.0,4.16,77.1,30.59,11.7,1.05,2025-04-26 20:00:00
2.0,233.28,30.97,0.0,3.94,74.51,31.83,11.89,1.0,2025-04-26 21:00:00
2.0,227.04,35.28,0.0,3.73,72.88,32.83,12.02,0.98,2025-04-26 22:00:00
2.0,224.66,40.05,0.0,3.68,71.95,34.05,12.29,0.98,2025-04-26 23:00:00
2.0,228.12,45.34,0.0,3.77,71.41,35.52,12.72,1.01,2025-04-27 00:00:00
2.0,234.73,49.55,0.0,3.97,70.36,36.83,12.97,1.04,2025-04-27 01:00:00
2.0,251.62,49.88,0.17,4.42,68.95,38.53,13.12,1.14,2025-04-27 02:00:00
2.0,275.37,46.76,0.66,4.56,72.28,41.0,13.75,1.27,2025-04-27 03:00:00
2.0,269.8,32.39,0.74,3.78,94.64,42.25,14.1,1.41,2025-04-27 04:00:00
3.0,264.98,26.34,0.53,2.85,109.81,45.09,16.65,1.44,2025-04-27 05:00:00
3.0,243.68,22.75,0.3,1.87,125.15,47.91,19.63,1.43,2025-04-27 06:00:00
3.0,155.14,7.17,0.09,0.55,135.82,28.21,10.98,0.94,2025-04-27 07:00:00
3.0,141.76,4.63,0.07,0.42,133.78,23.69,9.66,0.73,2025-04-27 08:00:00
3.0,137.22,4.21,0.07,0.43,131.7,23.19,9.53,0.68,2025-04-27 09:00:00
3.0,136.8,4.21,0.07,0.47,131.78,23.51,9.67,0.69,2025-04-27 10:00:00
3.0,137.45,4.53,0.07,0.56,131.35,24.19,9.91,0.74,2025-04-27 11:00:00
3.0,139.17,4.93,0.06,0.71,130.84,24.89,10.1,0.79,2025-04-27 12:00:00
3.0,159.73,9.83,0.08,1.99,122.19,26.81,10.73,0.91,2025-04-27 13:00:00
3.0,195.06,18.15,0.02,3.9,110.16,30.33,11.84,1.1,2025-04-27 14:00:00
3.0,227.54,26.59,0.0,5.08,102.7,34.43,13.06,1.32,2025-04-27 15:00:00
2.0,248.19,35.12,0.0,5.79,98.23,37.64,13.95,1.49,2025-04-27 16:00:00
2.0,265.37,42.82,0.0,6.25,96.7,40.55,14.8,1.64,2025-04-27 17:00:00
2.0,276.53,49.04,0.0,6.57,95.47,42.38,15.42,1.72,2025-04-27 18:00:00
2.0,277.12,53.31,0.0,6.58,93.44,42.54,15.57,1.69,2025-04-27 19:00:00
2.0,277.88,57.55,0.0,6.43,91.65,43.16,15.81,1.67,2025-04-27 20:00:00
2.0,276.32,61.45,0.0,6.07,89.7,44.29,16.27,1.66,2025-04-27 21:00:00
2.0,268.8,62.88,0.0,5.61,86.11,44.97,16.44,1.59,2025-04-27 22:00:00
2.0,263.41,65.57,0.0,5.3,84.22,45.87,16.6,1.54,2025-04-27 23:00:00
2.0,262.91,68.96,0.0,5.16,82.81,47.15,17.08,1.52,2025-04-28 00:00:00
2.0,265.69,71.39,0.0,5.17,80.8,47.72,17.09,1.51,2025-04-28 01:00:00
2.0,284.03,71.2,0.18,5.71,78.23,49.13,17.05,1.59,2025-04-28 02:00:00
3.0,313.52,67.14,0.79,5.84,79.05,51.79,17.78,1.71,2025-04-28 03:00:00
3.0,297.53,40.69,0.85,4.5,94.25,53.19,17.93,1.73,2025-04-28 04:00:00
3.0,287.75,31.43,0.58,3.29,111.34,56.54,20.97,1.77,2025-04-28 05:00:00
3.0,269.74,27.38,0.34,2.26,128.98,61.79,25.77,1.82,2025-04-28 06:00:00
3.0,161.06,8.4,0.1,0.67,133.76,38.99,14.82,1.42,2025-04-28 07:00:00
3.0,141.24,4.88,0.08,0.52,129.22,30.07,11.99,1.01,2025-04-28 08:00:00
3.0,136.7,4.31,0.09,0.56,127.51,28.52,11.68,0.94,2025-04-28 09:00:00
3.0,138.91,4.62,0.1,0.69,127.82,28.84,12.02,0.98,2025-04-28 10:00:00
3.0,144.25,5.53,0.12,0.91,127.17,29.76,12.48,1.04,2025-04-28 11:00:00
3.0,151.25,6.49,0.12,1.26,126.76,30.74,12.86,1.1,2025-04-28 12:00:00
3.0,177.5,10.81,0.13,2.76,119.82,33.03,13.73,1.25,2025-04-28 13:00:00
3.0,220.14,16.85,0.03,4.95,107.55,37.23,15.17,1.52,2025-04-28 14:00:00
2.0,257.17,21.77,0.0,6.12,97.45,41.89,16.67,1.77,2025-04-28 15:00:00
2.0,279.52,27.84,0.0,6.73,91.36,45.16,17.61,1.93,2025-04-28 16:00:00
2.0,297.27,34.17,0.0,7.21,89.81,48.27,18.45,2.07,2025-04-28 17:00:00
3.0,309.73,39.06,0.0,7.59,87.97,50.24,18.96,2.13,2025-04-28 18:00:00
3.0,310.95,43.02,0.0,7.7,84.75,50.47,19.03,2.08,2025-04-28 19:00:00
3.0,310.6,47.85,0.0,7.54,81.02,50.83,19.21,2.02,2025-04-28 20:00:00
3.0,307.16,52.67,0.0,7.08,78.11,51.61,19.47,1.96,2025-04-28 21:00:00
3.0,296.06,55.61,0.0,6.47,74.91,51.74,19.33,1.84,2025-04-28 22:00:00
3.0,288.85,58.6,0.0,6.03,73.25,52.05,19.27,1.75,2025-04-28 23:00:00
3.0,288.25,61.75,0.0,5.8,72.1,52.59,19.53,1.7,2025-04-29 00:00:00
3.0,291.52,64.2,0.0,5.78,70.42,52.44,19.37,1.66,2025-04-29 01:00:00
3.0,310.2,64.39,0.24,6.23,68.72,53.33,19.17,1.72,2025-04-29 02:00:00
3.0,337.77,60.44,0.89,6.21,72.4,55.69,19.85,1.83,2025-04-29 03:00:00
3.0,321.93,40.83,0.91,4.84,90.94,58.25,20.61,1.88,2025-04-29 04:00:00
3.0,310.7,33.08,0.6,3.5,110.58,62.98,24.73,1.89,2025-04-29 05:00:00
3.0,289.44,28.82,0.35,2.38,130.29,69.11,30.41,1.9,2025-04-29 06:00:00
3.0,163.4,8.3,0.1,0.68,133.57,42.66,17.0,1.48,2025-04-29 07:00:00
3.0,139.5,4.96,0.08,0.52,131.91,30.99,12.92,1.08,2025-04-29 08:00:00
3.0,133.62,4.45,0.08,0.53,131.31,28.33,12.03,1.02,2025-04-29 09:00:00
3.0,134.39,4.59,0.08,0.62,132.84,28.34,12.09,1.08,2025-04-29 10:00:00
3.0,138.25,5.23,0.09,0.8,133.0,29.68,12.61,1.2,2025-04-29 11:00:00
3.0,144.24,5.96,0.08,1.11,132.89,31.49,13.26,1.33,2025-04-29 12:00:00
3.0,165.26,9.52,0.06,2.28,126.97,34.42,14.32,1.5,2025-04-29 13:00:00
3.0,198.6,14.95,0.01,3.9,116.9,38.57,15.73,1.74,2025-04-29 14:00:00
3.0,227.53,19.17,0.0,4.8,108.47,42.61,17.05,1.95,2025-04-29 15:00:00
2.0,248.5,22.93,0.0,5.43,99.61,45.45,17.99,2.05,2025-04-29 16:00:00
2.0,273.64,27.38,0.0,6.13,92.45,48.87,19.17,2.15,2025-04-29 17:00:00
3.0,294.35,32.2,0.0,6.76,86.55,51.46,20.05,2.18,2025-04-29 18:00:00
3.0,300.99,38.36,0.0,7.01,81.84,52.23,20.33,2.12,2025-04-29 19:00:00
3.0,302.87,46.17,0.0,6.89,79.88,53.04,20.63,2.07,2025-04-29 20:00:00
3.0,302.12,53.81,0.0,6.5,78.39,54.1,20.99,2.03,2025-04-29 21:00:00
3.0,294.34,58.26,0.0,6.02,76.0,54.05,20.79,1.91,2025-04-29 22:00:00
3.0,290.42,62.25,0.0,5.72,74.43,54.75,20.93,1.82,2025-04-29 23:00:00
3.0,292.9,66.06,0.0,5.61,72.68,55.95,21.25,1.77,2025-04-30 00:00:00
3.0,298.56,66.25,0.0,5.67,69.45,56.98,21.46,1.73,2025-04-30 01:00:00
3.0,320.29,60.66,0.18,6.19,65.44,59.28,22.11,1.77,2025-04-30 02:00:00
3.0,351.1,53.3,0.81,6.27,67.11,62.68,23.54,1.87,2025-04-30 03:00:00
3.0,306.69,33.56,0.65,4.13,100.81,66.71,25.41,2.05,2025-04-30 04:00:00
3.0,302.96,29.11,0.42,2.87,122.5,72.71,30.37,2.39,2025-04-30 05:00:00
4.0,306.2,27.78,0.27,2.07,143.32,81.49,37.82,2.74,2025-04-30 06:00:00
4.0,220.55,10.75,0.1,0.87,156.36,72.35,33.52,2.82,2025-04-30 07:00:00
4.0,186.97,6.2,0.07,0.65,150.06,61.65,29.1,2.15,2025-04-30 08:00:00
4.0,177.64,5.36,0.05,0.67,145.92,57.66,27.3,1.94,2025-04-30 09:00:00
4.0,175.84,5.14,0.04,0.75,144.71,57.07,26.86,1.92,2025-04-30 10:00:00
4.0,175.74,5.25,0.03,0.87,142.93,57.44,26.87,1.98,2025-04-30 11:00:00
4.0,177.04,5.46,0.03,1.03,140.92,57.67,26.8,2.03,2025-04-30 12:00:00
3.0,192.55,8.52,0.02,2.06,132.6,56.94,26.7,2.05,2025-04-30 13:00:00
3.0,222.21,13.38,0.0,3.5,119.92,57.16,27.01,2.09,2025-04-30 14:00:00
3.0,248.72,17.25,0.0,4.35,109.89,58.48,27.47,2.13,2025-04-30 15:00:00
3.0,268.48,21.08,0.0,4.88,99.2,59.24,27.68,2.09,2025-04-30 16:00:00
3.0,290.97,24.93,0.0,5.44,90.39,61.25,28.36,2.06,2025-04-30 17:00:00
3.0,309.45,28.65,0.0,5.98,83.24,63.04,28.9,1.99,2025-04-30 18:00:00
3.0,315.13,32.32,0.0,6.23,76.71,63.09,28.82,1.85,2025-04-30 19:00:00
3.0,318.15,35.92,0.0,6.07,71.79,63.28,28.94,1.72,2025-04-30 20:00:00
3.0,320.41,39.88,0.0,5.71,68.09,63.62,29.16,1.62,2025-04-30 21:00:00
3.0,321.43,43.46,0.0,5.4,64.92,63.67,29.2,1.52,2025-04-30 22:00:00
3.0,325.87,46.81,0.0,5.23,62.4,64.76,29.5,1.46,2025-04-30 23:00:00
3.0,333.32,50.29,0.0,5.24,60.42,66.7,30.23,1.45,2025-05-01 00:00:00
3.0,347.88,57.68,0.0,6.05,57.51,68.39,31.14,1.52,2025-05-01 01:00:00
3.0,377.84,58.88,0.14,7.24,54.22,70.02,31.92,1.65,2025-05-01 02:00:00
3.0,412.04,56.33,0.81,7.84,56.07,72.15,33.01,1.83,2025-05-01 03:00:00
3.0,366.22,36.44,0.66,5.07,94.31,77.42,35.66,2.44,2025-05-01 04:00:00
3.0,364.82,33.27,0.46,3.72,117.61,82.18,40.47,3.06,2025-05-01 05:00:00
4.0,376.79,32.71,0.31,2.81,140.79,89.53,48.21,3.76,2025-05-01 06:00:00
4.0,326.64,18.8,0.12,1.32,169.44,88.43,52.76,5.61,2025-05-01 07:00:00
4.0,301.68,14.98,0.07,1.08,172.5,81.31,50.62,5.19,2025-05-01 08:00:00
4.0,290.71,13.69,0.04,1.13,171.04,73.82,46.7,4.57,2025-05-01 09:00:00
4.0,281.7,12.7,0.02,1.23,168.21,66.92,42.3,4.01,2025-05-01 10:00:00
4.0,280.55,12.45,0.01,1.34,166.23,65.14,41.3,3.8,2025-05-01 11:00:00
4.0,292.32,12.82,0.01,1.54,166.12,64.74,42.62,3.82,2025-05-01 12:00:00
4.0,324.92,17.08,0.03,2.83,157.68,62.68,44.47,3.83,2025-05-01 13:00:00
4.0,368.01,24.04,0.01,4.6,144.63,63.78,46.49,3.8,2025-05-01 14:00:00
3.0,400.25,29.84,0.0,5.54,134.27,66.97,47.99,3.64,2025-05-01 15:00:00
3.0,421.06,35.39,0.0,6.16,125.36,70.08,48.87,3.36,2025-05-01 16:00:00
3.0,443.1,40.41,0.0,6.79,115.68,72.97,49.99,3.01,2025-05-01 17:00:00
4.0,458.22,44.35,0.0,7.27,106.72,75.15,50.76,2.66,2025-05-01 18:00:00
4.0,460.73,47.31,0.0,7.46,98.3,76.09,50.88,2.29,2025-05-01 19:00:00
4.0,467.05,51.45,0.0,7.56,91.26,77.91,51.65,2.04,2025-05-01 20:00:00
4.0,476.19,55.81,0.0,7.58,85.93,80.73,53.1,1.9,2025-05-01 21:00:00
4.0,481.28,59.47,0.0,7.55,81.84,83.62,54.49,1.79,2025-05-01 22:00:00
4.0,486.91,62.16,0.0,7.55,77.99,86.55,55.79,1.68,2025-05-01 23:00:00
4.0,493.0,63.41,0.0,7.63,74.06,89.37,57.04,1.54,2025-05-02 00:00:00
4.0,496.75,61.41,0.0,7.75,70.75,91.03,57.42,1.41,2025-05-02 01:00:00
4.666629791259766,512.22,58.29,0.16,8.36,67.34,0.0,0.0,1.42,2025-05-02 02:00:00
4.0,533.65,55.13,0.84,8.44,70.49,96.18,58.3,1.52,2025-05-02 03:00:00
4.0,430.16,31.83,0.33,3.74,125.86,104.29,60.65,2.09,2025-05-02 04:00:00
4.0,420.08,28.19,0.25,2.54,142.68,107.88,63.89,2.38,2025-05-02 05:00:00
4.0,427.46,27.13,0.2,1.94,156.17,112.99,69.49,2.73,2025-05-02 06:00:00
4.0,368.67,18.21,0.1,1.12,169.65,105.65,69.52,3.49,2025-05-02 07:00:00
4.0,323.05,14.65,0.07,1.0,164.66,97.95,62.9,3.22,2025-05-02 08:00:00
4.0,310.17,14.0,0.05,1.11,161.15,95.89,60.33,3.2,2025-05-02 09:00:00
4.0,314.44,14.36,0.03,1.3,161.52,96.7,60.39,3.37,2025-05-02 10:00:00
4.0,330.04,15.41,0.02,1.49,164.22,98.25,62.13,3.6,2025-05-02 11:00:00
4.0,355.6,16.94,0.02,1.72,168.79,98.12,63.77,3.82,2025-05-02 12:00:00
4.0,389.04,20.53,0.01,2.67,163.27,91.6,62.92,3.76,2025-05-02 13:00:00
4.0,424.53,25.76,0.0,3.86,153.08,88.16,62.67,3.56,2025-05-02 14:00:00
4.0,446.73,31.47,0.0,4.5,144.99,87.74,62.38,3.38,2025-05-02 15:00:00
4.0,462.96,38.47,0.0,5.09,137.1,88.61,62.38,3.2,2025-05-02 16:00:00
4.0,487.03,44.43,0.0,5.81,125.97,90.74,63.6,2.87,2025-05-02 17:00:00
4.0,506.73,47.28,0.0,6.34,114.93,92.38,64.61,2.45,2025-05-02 18:00:00
4.0,516.99,48.31,0.0,6.76,103.28,92.27,64.75,1.97,2025-05-02 19:00:00
4.0,528.06,51.14,0.0,7.04,93.63,92.67,65.45,1.64,2025-05-02 20:00:00
4.0,537.79,54.29,0.0,7.21,86.16,93.38,66.22,1.45,2025-05-02 21:00:00
4.0,546.22,58.95,0.0,7.45,80.1,94.83,67.23,1.36,2025-05-02 22:00:00
4.0,555.38,67.39,0.0,7.73,75.93,97.55,68.9,1.39,2025-05-02 23:00:00
4.0,565.67,79.17,0.0,8.1,73.47,100.26,70.63,1.49,2025-05-03 00:00:00
4.0,572.4,88.57,0.0,8.44,70.91,101.61,71.37,1.56,2025-05-03 01:00:00
4.0,587.44,83.98,0.14,8.96,66.41,102.77,71.19,1.48,2025-05-03 02:00:00
4.0,606.7,73.38,0.73,8.76,68.51,104.93,71.4,1.43,2025-05-03 03:00:00
4.0,446.65,24.09,0.13,1.93,151.33,100.34,65.14,3.35,2025-05-03 04:00:00
4.0,415.79,20.0,0.08,1.14,162.88,95.53,61.8,3.47,2025-05-03 05:00:00
4.0,405.27,19.03,0.07,0.99,164.52,91.57,59.74,3.36,2025-05-03 06:00:00
4.0,395.53,17.83,0.06,0.96,166.34,87.37,57.7,3.27,2025-05-03 07:00:00
4.0,372.4,16.06,0.04,0.96,162.82,82.47,54.28,2.98,2025-05-03 08:00:00
4.0,359.26,15.05,0.02,1.02,159.54,78.58,51.79,2.76,2025-05-03 09:00:00
4.0,362.6,15.7,0.01,1.33,157.77,76.01,51.02,2.93,2025-05-03 10:00:00
4.0,376.64,17.25,0.0,1.79,156.04,74.39,51.55,3.16,2025-05-03 11:00:00
4.0,392.16,17.99,0.0,2.19,155.01,72.59,52.23,3.25,2025-05-03 12:00:00
4.0,406.36,20.59,0.03,2.9,147.33,71.87,52.55,2.83,2025-05-03 13:00:00
4.0,429.11,25.32,0.0,3.81,138.77,74.74,54.07,2.49,2025-05-03 14:00:00
4.0,448.77,29.41,0.0,4.27,132.4,78.12,55.66,2.33,2025-05-03 15:00:00
4.0,473.71,36.46,0.0,5.08,124.27,81.81,57.58,2.2,2025-05-03 16:00:00
4.0,504.86,46.65,0.0,6.15,115.22,86.28,60.23,2.11,2025-05-03 17:00:00
4.0,530.69,57.89,0.0,7.01,108.63,90.92,63.13,2.1,2025-05-03 18:00:00
4.0,541.24,66.94,0.0,7.37,103.5,94.14,65.15,2.01,2025-05-03 19:00:00
4.0,543.46,69.68,0.0,7.18,97.79,96.41,66.43,1.78,2025-05-03 20:00:00
4.0,541.84,67.42,0.0,6.85,92.59,97.66,66.96,1.47,2025-05-03 21:00:00
4.0,530.9,57.62,0.0,6.33,90.59,95.94,66.11,1.19,2025-05-03 22:00:00
4.0,523.82,49.69,0.0,6.06,86.56,92.34,64.6,0.95,2025-05-03 23:00:00
4.0,518.64,44.18,0.0,5.89,83.56,89.05,62.86,0.8,2025-05-04 00:00:00
4.0,503.53,40.87,0.0,5.57,83.49,85.2,59.26,0.73,2025-05-04 01:00:00
4.0,493.83,39.68,0.05,5.73,83.38,81.47,54.62,0.78,2025-05-04 02:00:00
4.0,489.99,37.65,0.28,5.81,86.35,79.28,51.06,0.94,2025-05-04 03:00:00
3.0,382.51,15.97,0.05,1.57,137.27,57.52,35.06,1.09,2025-05-04 04:00:00
